"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000028580","ENSMUSG00000028580","Pum1","pumilio RNA-binding family member 1 [Source:MGI Symbol;Acc:MGI:1931749]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026610","ENSMUSG00000026610","Esrrg","estrogen-related receptor gamma [Source:MGI Symbol;Acc:MGI:1347056]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037808","ENSMUSG00000037808","Fam76b","family with sequence similarity 76, member B [Source:MGI Symbol;Acc:MGI:1920076]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039934","ENSMUSG00000039934","Gsap","gamma-secretase activating protein [Source:MGI Symbol;Acc:MGI:2442259]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068523","ENSMUSG00000068523","Gng5","G protein subunit gamma 5 [Source:MGI Symbol;Acc:MGI:109164]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038637","ENSMUSG00000038637","Lrrc56","leucine rich repeat containing 56 [Source:MGI Symbol;Acc:MGI:1917802]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027947","ENSMUSG00000027947","Il6ra","interleukin 6 receptor, alpha [Source:MGI Symbol;Acc:MGI:105304]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001870","ENSMUSG00000001870","Ltbp1","latent transforming growth factor beta binding protein 1 [Source:MGI Symbol;Acc:MGI:109151]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022971","ENSMUSG00000022971","Ifnar2","interferon (alpha and beta) receptor 2 [Source:MGI Symbol;Acc:MGI:1098243]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000009535","ENSMUSG00000009535","Rnmt","RNA (guanine-7-) methyltransferase [Source:MGI Symbol;Acc:MGI:1915147]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033732","ENSMUSG00000033732","Sf3b3","splicing factor 3b, subunit 3 [Source:MGI Symbol;Acc:MGI:1289341]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045875","ENSMUSG00000045875","Adra1a","adrenergic receptor, alpha 1a [Source:MGI Symbol;Acc:MGI:104773]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039990","ENSMUSG00000039990","Edrf1","erythroid differentiation regulatory factor 1 [Source:MGI Symbol;Acc:MGI:1919831]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032594","ENSMUSG00000032594","Ip6k1","inositol hexaphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:1351633]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039533","ENSMUSG00000039533","Mmd2","monocyte to macrophage differentiation-associated 2 [Source:MGI Symbol;Acc:MGI:1922354]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046688","ENSMUSG00000046688","Tifa","TRAF-interacting protein with forkhead-associated domain [Source:MGI Symbol;Acc:MGI:2182965]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000066640","ENSMUSG00000066640","Fbxl18","F-box and leucine-rich repeat protein 18 [Source:MGI Symbol;Acc:MGI:2444450]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019929","ENSMUSG00000019929","Dcn","decorin [Source:MGI Symbol;Acc:MGI:94872]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022656","ENSMUSG00000022656","Nectin3","nectin cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1930171]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036995","ENSMUSG00000036995","Asap3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:MGI Symbol;Acc:MGI:2684986]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028879","ENSMUSG00000028879","Stx12","syntaxin 12 [Source:MGI Symbol;Acc:MGI:1931027]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000056724","ENSMUSG00000056724","Nbeal2","neurobeachin-like 2 [Source:MGI Symbol;Acc:MGI:2448554]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024943","ENSMUSG00000024943","Smc5","structural maintenance of chromosomes 5 [Source:MGI Symbol;Acc:MGI:2385088]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000058446","ENSMUSG00000058446","Znrf2","zinc and ring finger 2 [Source:MGI Symbol;Acc:MGI:1196246]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052751","ENSMUSG00000052751","Repin1","replication initiator 1 [Source:MGI Symbol;Acc:MGI:1889817]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037601","ENSMUSG00000037601","Nme1","NME/NM23 nucleoside diphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:97355]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033487","ENSMUSG00000033487","Fndc3a","fibronectin type III domain containing 3A [Source:MGI Symbol;Acc:MGI:1196463]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051043","ENSMUSG00000051043","Gprc5c","G protein-coupled receptor, family C, group 5, member C [Source:MGI Symbol;Acc:MGI:1917605]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038816","ENSMUSG00000038816","Ctnnal1","catenin (cadherin associated protein), alpha-like 1 [Source:MGI Symbol;Acc:MGI:1859649]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002147","ENSMUSG00000002147","Stat6","signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068264","ENSMUSG00000068264","Ap5s1","adaptor-related protein 5 complex, sigma 1 subunit [Source:MGI Symbol;Acc:MGI:1916846]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028949","ENSMUSG00000028949","Smarcd3","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:MGI Symbol;Acc:MGI:1914243]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045319","ENSMUSG00000045319","Proser2","proline and serine rich 2 [Source:MGI Symbol;Acc:MGI:2442238]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046897","ENSMUSG00000046897","Zfp740","zinc finger protein 740 [Source:MGI Symbol;Acc:MGI:1915994]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022789","ENSMUSG00000022789","Dnm1l","dynamin 1-like [Source:MGI Symbol;Acc:MGI:1921256]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033671","ENSMUSG00000033671","Cep350","centrosomal protein 350 [Source:MGI Symbol;Acc:MGI:1921331]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022772","ENSMUSG00000022772","Senp5","SUMO/sentrin specific peptidase 5 [Source:MGI Symbol;Acc:MGI:2443596]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000060733","ENSMUSG00000060733","Ipmk","inositol polyphosphate multikinase [Source:MGI Symbol;Acc:MGI:1916968]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000092274","ENSMUSG00000092274","Neat1","nuclear paraspeckle assembly transcript 1 (non-protein coding) [Source:MGI Symbol;Acc:MGI:1914211]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050565","ENSMUSG00000050565","Tor1aip2","torsin A interacting protein 2 [Source:MGI Symbol;Acc:MGI:3582695]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000061136","ENSMUSG00000061136","Prpf40a","pre-mRNA processing factor 40A [Source:MGI Symbol;Acc:MGI:1860512]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029033","ENSMUSG00000029033","Acap3","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:MGI Symbol;Acc:MGI:2153589]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021189","ENSMUSG00000021189","Atxn3","ataxin 3 [Source:MGI Symbol;Acc:MGI:1099442]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001911","ENSMUSG00000001911","Nfix","nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020889","ENSMUSG00000020889","Nr1d1","nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000014470","ENSMUSG00000014470","Rnf166","ring finger protein 166 [Source:MGI Symbol;Acc:MGI:1915968]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000058192","ENSMUSG00000058192","Zfp846","zinc finger protein 846 [Source:MGI Symbol;Acc:MGI:1924012]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042426","ENSMUSG00000042426","Dhx29","DEAH (Asp-Glu-Ala-His) box polypeptide 29 [Source:MGI Symbol;Acc:MGI:2145374]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000014353","ENSMUSG00000014353","Tmem87b","transmembrane protein 87B [Source:MGI Symbol;Acc:MGI:1919727]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041132","ENSMUSG00000041132","N4bp2l1","NEDD4 binding protein 2-like 1 [Source:MGI Symbol;Acc:MGI:2140872]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031918","ENSMUSG00000031918","Mtmr2","myotubularin related protein 2 [Source:MGI Symbol;Acc:MGI:1924366]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040613","ENSMUSG00000040613","Apobec1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1 [Source:MGI Symbol;Acc:MGI:103298]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040272","ENSMUSG00000040272","Accs","1-aminocyclopropane-1-carboxylate synthase (non-functional) [Source:MGI Symbol;Acc:MGI:1919717]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001855","ENSMUSG00000001855","Nup214","nucleoporin 214 [Source:MGI Symbol;Acc:MGI:1095411]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024201","ENSMUSG00000024201","Kdm4b","lysine (K)-specific demethylase 4B [Source:MGI Symbol;Acc:MGI:2442355]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022664","ENSMUSG00000022664","Slc35a5","solute carrier family 35, member A5 [Source:MGI Symbol;Acc:MGI:1921352]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055435","ENSMUSG00000055435","Maf","MAF bZIP transcription factor [Source:MGI Symbol;Acc:MGI:96909]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054426","ENSMUSG00000054426","A930005H10Rik","RIKEN cDNA A930005H10 gene [Source:MGI Symbol;Acc:MGI:1915411]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027981","ENSMUSG00000027981","Rnpc3","RNA-binding region (RNP1, RRM) containing 3 [Source:MGI Symbol;Acc:MGI:1914475]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015889","ENSMUSG00000015889","Lta4h","leukotriene A4 hydrolase [Source:MGI Symbol;Acc:MGI:96836]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020132","ENSMUSG00000020132","Rab21","RAB21, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894308]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028163","ENSMUSG00000028163","Nfkb1","nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 [Source:MGI Symbol;Acc:MGI:97312]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032050","ENSMUSG00000032050","Rdx","radixin [Source:MGI Symbol;Acc:MGI:97887]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042726","ENSMUSG00000042726","Trafd1","TRAF type zinc finger domain containing 1 [Source:MGI Symbol;Acc:MGI:1923551]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000009470","ENSMUSG00000009470","Tnpo1","transportin 1 [Source:MGI Symbol;Acc:MGI:2681523]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040661","ENSMUSG00000040661","Rad54l2","RAD54 like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1933196]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035642","ENSMUSG00000035642","Aamdc","adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024816","ENSMUSG00000024816","Frmd8","FERM domain containing 8 [Source:MGI Symbol;Acc:MGI:1914707]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015748","ENSMUSG00000015748","Prpf3","pre-mRNA processing factor 3 [Source:MGI Symbol;Acc:MGI:1918017]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068284","ENSMUSG00000068284","Usf3","upstream transcription factor family member 3 [Source:MGI Symbol;Acc:MGI:2685454]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038178","ENSMUSG00000038178","Slc43a2","solute carrier family 43, member 2 [Source:MGI Symbol;Acc:MGI:2442746]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037805","ENSMUSG00000037805","Rpl10a","ribosomal protein L10A [Source:MGI Symbol;Acc:MGI:1343877]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001663","ENSMUSG00000001663","Gstt1","glutathione S-transferase, theta 1 [Source:MGI Symbol;Acc:MGI:107379]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022228","ENSMUSG00000022228","Zscan26","zinc finger and SCAN domain containing 26 [Source:MGI Symbol;Acc:MGI:3531417]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001248","ENSMUSG00000001248","Gramd1a","GRAM domain containing 1A [Source:MGI Symbol;Acc:MGI:105490]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020894","ENSMUSG00000020894","Vamp2","vesicle-associated membrane protein 2 [Source:MGI Symbol;Acc:MGI:1313277]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025504","ENSMUSG00000025504","Eps8l2","EPS8-like 2 [Source:MGI Symbol;Acc:MGI:2138828]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044475","ENSMUSG00000044475","Ascc1","activating signal cointegrator 1 complex subunit 1 [Source:MGI Symbol;Acc:MGI:1916340]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020484","ENSMUSG00000020484","Xbp1","X-box binding protein 1 [Source:MGI Symbol;Acc:MGI:98970]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028933","ENSMUSG00000028933","Xrcc2","X-ray repair complementing defective repair in Chinese hamster cells 2 [Source:MGI Symbol;Acc:MGI:1927345]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018541","ENSMUSG00000018541","Cwc25","CWC25 spliceosome-associated protein [Source:MGI Symbol;Acc:MGI:1914730]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029178","ENSMUSG00000029178","Klf3","Kruppel-like transcription factor 3 (basic) [Source:MGI Symbol;Acc:MGI:1342773]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046949","ENSMUSG00000046949","Nqo2","N-ribosyldihydronicotinamide quinone reductase 2 [Source:MGI Symbol;Acc:MGI:104513]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025384","ENSMUSG00000025384","Faap100","Fanconi anemia core complex associated protein 100 [Source:MGI Symbol;Acc:MGI:1919135]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021133","ENSMUSG00000021133","Susd6","sushi domain containing 6 [Source:MGI Symbol;Acc:MGI:2444661]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000057554","ENSMUSG00000057554","Lgals8","lectin, galactose binding, soluble 8 [Source:MGI Symbol;Acc:MGI:1928481]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021000","ENSMUSG00000021000","Mia2","MIA SH3 domain ER export factor 2 [Source:MGI Symbol;Acc:MGI:2159614]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022338","ENSMUSG00000022338","Eny2","ENY2 transcription and export complex 2 subunit [Source:MGI Symbol;Acc:MGI:1919286]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022791","ENSMUSG00000022791","Tnk2","tyrosine kinase, non-receptor, 2 [Source:MGI Symbol;Acc:MGI:1858308]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052560","ENSMUSG00000052560","Cpne8","copine VIII [Source:MGI Symbol;Acc:MGI:1914121]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022604","ENSMUSG00000022604","Cep97","centrosomal protein 97 [Source:MGI Symbol;Acc:MGI:1921451]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037139","ENSMUSG00000037139","Myom3","myomesin family, member 3 [Source:MGI Symbol;Acc:MGI:2685280]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046668","ENSMUSG00000046668","Cxxc5","CXXC finger 5 [Source:MGI Symbol;Acc:MGI:1914643]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022620","ENSMUSG00000022620","Arsa","arylsulfatase A [Source:MGI Symbol;Acc:MGI:88077]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031967","ENSMUSG00000031967","Afg3l1","AFG3-like AAA ATPase 1 [Source:MGI Symbol;Acc:MGI:1928277]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000017421","ENSMUSG00000017421","Zfp207","zinc finger protein 207 [Source:MGI Symbol;Acc:MGI:1340045]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052593","ENSMUSG00000052593","Adam17","a disintegrin and metallopeptidase domain 17 [Source:MGI Symbol;Acc:MGI:1096335]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026627","ENSMUSG00000026627","Pacc1","proton activated chloride channel 1 [Source:MGI Symbol;Acc:MGI:1914200]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064138","ENSMUSG00000064138","Fam172a","family with sequence similarity 172, member A [Source:MGI Symbol;Acc:MGI:1915925]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000016253","ENSMUSG00000016253","Nelfcd","negative elongation factor complex member C/D, Th1l [Source:MGI Symbol;Acc:MGI:1926424]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000071037","ENSMUSG00000071037","Camkmt","calmodulin-lysine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1920832]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032501","ENSMUSG00000032501","Trib1","tribbles pseudokinase 1 [Source:MGI Symbol;Acc:MGI:2443397]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000079017","ENSMUSG00000079017","Ifi27l2a","interferon, alpha-inducible protein 27 like 2A [Source:MGI Symbol;Acc:MGI:1924183]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039929","ENSMUSG00000039929","Urb1","URB1 ribosome biogenesis 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2146468]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085148","ENSMUSG00000085148","Mir22hg","Mir22 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:1914348]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052253","ENSMUSG00000052253","Zfp622","zinc finger protein 622 [Source:MGI Symbol;Acc:MGI:1289282]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015711","ENSMUSG00000015711","Prune1","prune exopolyphosphatase [Source:MGI Symbol;Acc:MGI:1925152]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000058729","ENSMUSG00000058729","Lin9","lin-9 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:1919818]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042042","ENSMUSG00000042042","Csgalnact2","chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:MGI Symbol;Acc:MGI:1926002]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021606","ENSMUSG00000021606","Ndufs6","NADH:ubiquinone oxidoreductase core subunit S6 [Source:MGI Symbol;Acc:MGI:107932]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029657","ENSMUSG00000029657","Hsph1","heat shock 105kDa/110kDa protein 1 [Source:MGI Symbol;Acc:MGI:105053]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024054","ENSMUSG00000024054","Smchd1","SMC hinge domain containing 1 [Source:MGI Symbol;Acc:MGI:1921605]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025964","ENSMUSG00000025964","Adam23","a disintegrin and metallopeptidase domain 23 [Source:MGI Symbol;Acc:MGI:1345162]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029217","ENSMUSG00000029217","Tec","tec protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:98662]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037791","ENSMUSG00000037791","Phf12","PHD finger protein 12 [Source:MGI Symbol;Acc:MGI:1924057]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000014329","ENSMUSG00000014329","Bicc1","BicC family RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1933388]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019802","ENSMUSG00000019802","Sec63","SEC63 homolog, protein translocation regulator [Source:MGI Symbol;Acc:MGI:2155302]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021285","ENSMUSG00000021285","Ppp1r13b","protein phosphatase 1, regulatory subunit 13B [Source:MGI Symbol;Acc:MGI:1336199]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038429","ENSMUSG00000038429","Usp5","ubiquitin specific peptidase 5 (isopeptidase T) [Source:MGI Symbol;Acc:MGI:1347343]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025903","ENSMUSG00000025903","Lypla1","lysophospholipase 1 [Source:MGI Symbol;Acc:MGI:1344588]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042599","ENSMUSG00000042599","Kdm7a","lysine (K)-specific demethylase 7A [Source:MGI Symbol;Acc:MGI:2443388]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020614","ENSMUSG00000020614","Fam20a","FAM20A, golgi associated secretory pathway pseudokinase [Source:MGI Symbol;Acc:MGI:2388266]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032125","ENSMUSG00000032125","Robo4","roundabout guidance receptor 4 [Source:MGI Symbol;Acc:MGI:1921394]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018428","ENSMUSG00000018428","Akap1","A kinase (PRKA) anchor protein 1 [Source:MGI Symbol;Acc:MGI:104729]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052539","ENSMUSG00000052539","Magi3","membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:MGI Symbol;Acc:MGI:1923484]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000005533","ENSMUSG00000005533","Igf1r","insulin-like growth factor I receptor [Source:MGI Symbol;Acc:MGI:96433]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023991","ENSMUSG00000023991","Foxp4","forkhead box P4 [Source:MGI Symbol;Acc:MGI:1921373]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030822","ENSMUSG00000030822","Prr14","proline rich 14 [Source:MGI Symbol;Acc:MGI:2384565]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047963","ENSMUSG00000047963","Stbd1","starch binding domain 1 [Source:MGI Symbol;Acc:MGI:1261768]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044950","ENSMUSG00000044950","Pwwp2a","PWWP domain containing 2A [Source:MGI Symbol;Acc:MGI:1918052]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000009739","ENSMUSG00000009739","Pou6f1","POU domain, class 6, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102935]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033788","ENSMUSG00000033788","Dysf","dysferlin [Source:MGI Symbol;Acc:MGI:1349385]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000014498","ENSMUSG00000014498","Ankrd52","ankyrin repeat domain 52 [Source:MGI Symbol;Acc:MGI:2444029]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023075","ENSMUSG00000023075","Akirin1","akirin 1 [Source:MGI Symbol;Acc:MGI:1915300]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025277","ENSMUSG00000025277","Abhd6","abhydrolase domain containing 6 [Source:MGI Symbol;Acc:MGI:1913332]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046070","ENSMUSG00000046070","Igfals","insulin-like growth factor binding protein, acid labile subunit [Source:MGI Symbol;Acc:MGI:107973]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001632","ENSMUSG00000001632","Brpf1","bromodomain and PHD finger containing, 1 [Source:MGI Symbol;Acc:MGI:1926033]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024277","ENSMUSG00000024277","Mapre2","microtubule-associated protein, RP/EB family, member 2 [Source:MGI Symbol;Acc:MGI:106271]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031616","ENSMUSG00000031616","Ednra","endothelin receptor type A [Source:MGI Symbol;Acc:MGI:105923]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044442","ENSMUSG00000044442","N6amt1","N-6 adenine-specific DNA methyltransferase 1 (putative) [Source:MGI Symbol;Acc:MGI:1915018]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041297","ENSMUSG00000041297","Cdk13","cyclin dependent kinase 13 [Source:MGI Symbol;Acc:MGI:1916812]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029125","ENSMUSG00000029125","Stx18","syntaxin 18 [Source:MGI Symbol;Acc:MGI:1918366]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053716","ENSMUSG00000053716","Dusp7","dual specificity phosphatase 7 [Source:MGI Symbol;Acc:MGI:2387100]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028411","ENSMUSG00000028411","Aptx","aprataxin [Source:MGI Symbol;Acc:MGI:1913658]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032649","ENSMUSG00000032649","Colgalt2","collagen beta(1-O)galactosyltransferase 2 [Source:MGI Symbol;Acc:MGI:2138232]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036499","ENSMUSG00000036499","Eea1","early endosome antigen 1 [Source:MGI Symbol;Acc:MGI:2442192]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051343","ENSMUSG00000051343","Rab11fip5","RAB11 family interacting protein 5 (class I) [Source:MGI Symbol;Acc:MGI:1098586]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002741","ENSMUSG00000002741","Ykt6","YKT6 v-SNARE homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1927550]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038371","ENSMUSG00000038371","Sbf2","SET binding factor 2 [Source:MGI Symbol;Acc:MGI:1921831]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038930","ENSMUSG00000038930","Rccd1","RCC1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2444156]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039244","ENSMUSG00000039244","Ints15","integrator complex subunit 15 [Source:MGI Symbol;Acc:MGI:2442621]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041328","ENSMUSG00000041328","Pcf11","PCF11 cleavage and polyadenylation factor subunit [Source:MGI Symbol;Acc:MGI:1919579]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023008","ENSMUSG00000023008","Fmnl3","formin-like 3 [Source:MGI Symbol;Acc:MGI:109569]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000006476","ENSMUSG00000006476","Nsmf","NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:MGI Symbol;Acc:MGI:1861755]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031767","ENSMUSG00000031767","Nudt7","nudix hydrolase 7 [Source:MGI Symbol;Acc:MGI:1914778]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000048109","ENSMUSG00000048109","Rbm15","RNA binding motif protein 15 [Source:MGI Symbol;Acc:MGI:2443205]","ARRAYEXPRESS,ENSG"
